openalex_id,query_label
https://openalex.org/W2038415482,snowball_Mol_2000
https://openalex.org/W2038547406,S1_econ_complexity
https://openalex.org/W2038664640,snowball_Borup_2006
https://openalex.org/W2038726684,snowball_Borup_2006
https://openalex.org/W2039149750,snowball_York_2003
https://openalex.org/W2039428128,snowball_Hornborg_2001
https://openalex.org/W2039906968,snowball_Borup_2006
https://openalex.org/W2039914971,snowball_Hornborg_2001
https://openalex.org/W2040342446,snowball_Schnaiberg_1980
https://openalex.org/W2040528227,snowball_Mol_2000
https://openalex.org/W2040836015,snowball_Schnaiberg_1980
https://openalex.org/W2040992127,snowball_Mol_2000
https://openalex.org/W2041381132,snowball_Borup_2006
https://openalex.org/W2041445366,snowball_Mol_2000
https://openalex.org/W2041602540,S5_circular_policy
https://openalex.org/W2041985949,snowball_Mol_2000
https://openalex.org/W2042751170,S2_green_degrowth
https://openalex.org/W2042929409,snowball_Borup_2006
https://openalex.org/W2043102978,snowball_York_2003
https://openalex.org/W204310620,snowball_Hornborg_2001
https://openalex.org/W2043381373,Q2_displacement
https://openalex.org/W2043833768,snowball_Borup_2006
https://openalex.org/W2044275324,snowball_Mol_2000
https://openalex.org/W2044354924,snowball_Borup_2006
https://openalex.org/W2045183487,snowball_York_2003
https://openalex.org/W2045249968,snowball_York_2003
https://openalex.org/W2045335313,snowball_Mol_2000
https://openalex.org/W2045335313,snowball_Schnaiberg_1980
https://openalex.org/W2045335313,snowball_York_2003
https://openalex.org/W2045488269,snowball_Schnaiberg_1980
https://openalex.org/W2045551714,snowball_Jorgenson_2012
https://openalex.org/W2045551714,snowball_Schnaiberg_1980
https://openalex.org/W2045743001,snowball_Mol_2000
https://openalex.org/W2045759654,snowball_Schnaiberg_1980
https://openalex.org/W2046054580,S1_econ_complexity
https://openalex.org/W2046244033,snowball_Jorgenson_2012
https://openalex.org/W2046244033,snowball_York_2003
https://openalex.org/W2046455035,snowball_Borup_2006
https://openalex.org/W2046989318,snowball_Mol_2000
https://openalex.org/W2048273909,snowball_Hornborg_2001
https://openalex.org/W2048293151,snowball_Hornborg_2001
https://openalex.org/W2048293151,snowball_Schnaiberg_1980
https://openalex.org/W2048305229,S1_econ_complexity
https://openalex.org/W2048971042,snowball_York_2003
https://openalex.org/W2049082182,snowball_Mol_2000
https://openalex.org/W2049238166,snowball_Mol_2000
https://openalex.org/W2049388904,S1_econ_complexity
https://openalex.org/W2049941951,seed
https://openalex.org/W2050325244,snowball_Borup_2006
https://openalex.org/W2050394485,snowball_Schnaiberg_1980
https://openalex.org/W2050922492,snowball_Schnaiberg_1980
https://openalex.org/W2051352899,Q1b_tech_specific
https://openalex.org/W2051779592,snowball_York_2003
https://openalex.org/W2051969809,snowball_York_2003
https://openalex.org/W2052146937,snowball_Mol_2000
https://openalex.org/W2052681097,snowball_Borup_2006
https://openalex.org/W2052750482,snowball_Mol_2000
https://openalex.org/W2052750482,snowball_York_2003
https://openalex.org/W2052872518,snowball_Schnaiberg_1980
https://openalex.org/W2053258746,snowball_Mol_2000
https://openalex.org/W2053871316,snowball_Schnaiberg_1980
https://openalex.org/W2054215399,snowball_Schnaiberg_1980
https://openalex.org/W2054311698,snowball_Schnaiberg_1980
https://openalex.org/W2054415313,snowball_Schnaiberg_1980
https://openalex.org/W2054564848,snowball_Mol_2000
https://openalex.org/W2055569723,S4_climate_movements
https://openalex.org/W2055574165,Q1_tech_material
https://openalex.org/W2055574165,S5_circular_policy
https://openalex.org/W2055817314,snowball_Schnaiberg_1980
https://openalex.org/W2056286657,snowball_Schnaiberg_1980
https://openalex.org/W2056304612,snowball_Mol_2000
https://openalex.org/W2056989313,snowball_Schnaiberg_1980
https://openalex.org/W2057107720,S2_green_degrowth
https://openalex.org/W2057333904,snowball_Borup_2006
https://openalex.org/W2057810683,snowball_Hornborg_2001
https://openalex.org/W2057904761,snowball_Schnaiberg_1980
https://openalex.org/W2058012674,S1_econ_complexity
https://openalex.org/W2058124055,snowball_York_2003
https://openalex.org/W2058605117,snowball_Hornborg_2001
https://openalex.org/W2058652198,S1_econ_complexity
https://openalex.org/W2058666761,snowball_York_2003
https://openalex.org/W2059344053,snowball_Schnaiberg_1980
https://openalex.org/W2059527695,snowball_York_2003
https://openalex.org/W2060240089,snowball_Mol_2000
https://openalex.org/W2060667351,Q1b_tech_specific
https://openalex.org/W2061046454,snowball_Hornborg_2001
https://openalex.org/W2061046454,snowball_Schnaiberg_1980
https://openalex.org/W2061046454,snowball_York_2003
https://openalex.org/W2061323907,snowball_York_2003
https://openalex.org/W2061653173,S1_econ_complexity
https://openalex.org/W2062232620,snowball_Schnaiberg_1980
https://openalex.org/W2062437570,snowball_Mol_2000
https://openalex.org/W2062460723,snowball_Jorgenson_2012
https://openalex.org/W2062460723,snowball_York_2003
https://openalex.org/W2062511876,S1_econ_complexity
https://openalex.org/W2064148456,snowball_Mol_2000
https://openalex.org/W2064148456,snowball_York_2003
https://openalex.org/W2064704557,snowball_Jorgenson_2012
https://openalex.org/W2066080917,S1_econ_complexity
https://openalex.org/W2066232092,snowball_Schnaiberg_1980
https://openalex.org/W2066341033,snowball_Mol_2000
https://openalex.org/W2066341033,snowball_Schnaiberg_1980
https://openalex.org/W2066341033,snowball_York_2003
https://openalex.org/W2066349663,snowball_Mol_2000
https://openalex.org/W2066444280,S1_econ_complexity
https://openalex.org/W2066578095,snowball_Jorgenson_2012
https://openalex.org/W2067298595,snowball_Mol_2000
https://openalex.org/W2067905463,snowball_Schnaiberg_1980
https://openalex.org/W2067945281,snowball_Borup_2006
https://openalex.org/W2068055675,snowball_York_2003
https://openalex.org/W2068520849,snowball_Mol_2000
https://openalex.org/W2068618987,snowball_Mol_2000
https://openalex.org/W2068618987,snowball_York_2003
https://openalex.org/W2069274378,snowball_York_2003
https://openalex.org/W2069332984,snowball_York_2003
https://openalex.org/W2069885397,snowball_Mol_2000
https://openalex.org/W2070001707,snowball_Borup_2006
https://openalex.org/W2070128566,snowball_Schnaiberg_1980
https://openalex.org/W2071419957,snowball_Borup_2006
https://openalex.org/W2071762763,snowball_Mol_2000
https://openalex.org/W2073447941,snowball_Mol_2000
https://openalex.org/W2073557740,snowball_Mol_2000
https://openalex.org/W2073716048,snowball_Jorgenson_2012
https://openalex.org/W2074062151,snowball_York_2003
https://openalex.org/W2074202951,snowball_Borup_2006
https://openalex.org/W2075022741,snowball_Schnaiberg_1980
https://openalex.org/W2075441770,S1_econ_complexity
https://openalex.org/W2075997322,snowball_Hornborg_2001
https://openalex.org/W2076296382,snowball_Schnaiberg_1980
https://openalex.org/W2076408225,snowball_Schnaiberg_1980
https://openalex.org/W2076698736,snowball_Schnaiberg_1980
https://openalex.org/W2077344172,Q1_tech_material
https://openalex.org/W2077344172,Q3b_expectations
